title,type,titlereleased,image_landscape,image_portrait,rating,quality,actors,director,category,imdb,runtime,netflixid,date_released,description,language
A Sinister Sect: Colonia Dignidad ,TV,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/asinistersectcoloniadignidad.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/asinistersectcoloniadignidad.jpeg,TV-MA,,,"Wilfried Huismann, Annette Baumeister","Crime, Docuseries",,42 mins,80196160,2021-10-01,A colony of German Christians with a charismatic and manipulative leader establishes itself in Chile and becomes instrumental to the dictatorship.,Spanish
A Storm for Christmas ,TV,2022–,https://www.whats-on-netflix.com/wp-content/uploads/covers/astormforchristmas.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/astormforchristmas.jpeg,TV-MA,,"Ida Elise Broch, Dennis Storhøi, Jan Gunnar Røise, Alexandra Rapaport, Jon Øigarden, Maibritt Saerens ",N/A,Drama,,39 mins,81477804,2022-12-16,"Destinies collide when extreme weather traps travelers and workers at an airport, forcing them to spend the final hours leading up to Christmas together.",Norwegian
A Taiwanese Tale of Two Cities,TV,2018,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABaZ-rtABedawRbqrmKCr87XmAaIDw1Bm_6uvlcyRs_oRr-Wjk73o5IPuIA0DvsjeExp4OtxlWWUkmqLjzoBJBT7csCaV9ucuysLV8PoPJkOE8H7TwA8p.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABaZ-rtABedawRbqrmKCr87XmAaIDw1Bm_6uvlcyRs_oRr-Wjk73o5IPuIA0DvsjeExp4OtxlWWUkmqLjzoBJBT7csCaV9ucuysLV8PoPJkOE8H7TwA8p.jpg,TV-MA,SuperHD,"Tammy Chen, James Wen, Peggy Tseng, Denny Huang",,,6.3/10,,80189619,2019-01-26,"A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters.",Mandarin 
A Tale Dark & Grimm ,TV,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/ataledarkgrimm.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/ataledarkgrimm.jpeg,TV-Y7,,"Missi Pyle, Tom Hollander, Nicole Byer",Simon Otto,"Animation, Fantasy",,29 mins,81076952,2021-10-08,Follow Hansel and Gretel as they walk out of their own story into a winding and wickedly witty tale full of strange -- and scary -- surprises.,English
A Thousand Goodnights,TV,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABd-8z6YW4uiW22GmRJD0R9r-6hMSvEyOK4pLPrhaRvrSr8nuVhpNVbIrMDCbSgPzYDwZk39JICTlgvrtNYhkMR8P3pzXaAAJqiSTPqfWwCnqoHpWsVrU.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABd-8z6YW4uiW22GmRJD0R9r-6hMSvEyOK4pLPrhaRvrSr8nuVhpNVbIrMDCbSgPzYDwZk39JICTlgvrtNYhkMR8P3pzXaAAJqiSTPqfWwCnqoHpWsVrU.jpg,TV-14,SuperHD,"Cindy Lien, Nicholas Teo, Yao Ai-ning, Li Chung-lin",,,7.5/10,,80188935,2019-05-31,"To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.",Mandarin
A Touch of Green ,TV,2015,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRuqbwr78Vn_ZjyF1IWloP-jCd9oSJmEbOhQST942RNiITig4ojrfrlxQbUBpsDhcuqUBz0pScRckXnj6TWuGu9ay7OR.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRuqbwr78Vn_ZjyF1IWloP-jCd9oSJmEbOhQST942RNiITig4ojrfrlxQbUBpsDhcuqUBz0pScRckXnj6TWuGu9ay7OR.jpg,TV-MA,SuperHD,"Tien-Hsin, Cheryl Yang, Chun-Tian Lan, Cindy Yu-Han Lien",,"Drama, War",8.8/10,,80233859,2020-07-01,"Amid the turmoil of China's civil war, families of Kuomintang pilots face the pain of leaving their homes but find strength in their shared bonds.",Mandarin
A Wednesday,TV,2008,https://occ-0-1722-1723.1.nflxso.net/art/c0b60/6e17d19e3f65d9f108a05fa3654b4c3504dc0b60.jpg,https://occ-0-1722-1723.1.nflxso.net/art/c0b60/6e17d19e3f65d9f108a05fa3654b4c3504dc0b60.jpg,TV-MA,SuperHD,"Anupam Kher, Naseeruddin Shah, Jimmy Shergill, Deepal Shaw",Neeraj Pandey,,8.1/10,103 minutes,70107499,2018-11-01,"After receiving an anonymous tip about a bomb, a police commissioner must negotiate with the terrorist, who demands the release of four militants.",Hindi
A.I.C.O.,TV,2018,https://occ-0-300-769.1.nflxso.net/art/3ccba/d398b90f3b5bdedfdf4f4a5e2ec1a0bcebe3ccba.jpg,https://occ-0-300-769.1.nflxso.net/art/3ccba/d398b90f3b5bdedfdf4f4a5e2ec1a0bcebe3ccba.jpg,TV-14,SuperHD,"Haruka Shiraishi, Yusuke Kobayashi, Makoto Furukawa, Taishi Murata",Kazuya Murata,,6.4/10,,80161848,2018-03-09,Everything Aiko knew was a lie. Now she's joining a team of Divers to reach the place where the Burst began to stop it for good and save her family.,Japanese
Abby Hatcher ,TV,2018,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWmz3DoP07HAoSxM1EL8IgX7SuBgd48OhqvpZjsEeSVAvw9iBEAgBF_-bNdRqhk7uSRnfc4SYdqgGTs0Zqa2IfaGj-j1.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWmz3DoP07HAoSxM1EL8IgX7SuBgd48OhqvpZjsEeSVAvw9iBEAgBF_-bNdRqhk7uSRnfc4SYdqgGTs0Zqa2IfaGj-j1.jpg,TV-Y,SuperHD,"Wyatt White, Macy Drouin, John Knowles, Leo Orgil",,"Animation, Adventure, Comedy, Family, Fantasy",7.3/10,23 min,81071296,2020-07-01,"A big-hearted girl helps her Fuzzly friends who live in her family's hotel with exploring feelings, fixing mishaps and embracing their special quirks.",English
Abla Fahita: Drama Queen,TV,,https://www.whats-on-netflix.com/wp-content/uploads/covers/ablafahitadramaqueen.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/ablafahitadramaqueen.jpeg,TV-14,SuperHD,"Bassem Samra, Donia Maher, Zeina Mansour, Osama Abdallah, Mohamed El Swisi, Rehab Hussien",,Comedy,,,81219228,2021-03-15,"Falsely incriminated, Abla Fahita is separated from her kids, but the self-indulgent diva will stop at nothing to redeem herself and reunite her family.",Arabic
Abstract: The Art of Design,TV,2017,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABcd1tv9xWIbB6mWOZvHaPgfbAGuY3BWwPScC2NyIxYIvb66KaYZucCd9zV0f2a0KJKzj3OqbvlahSJbY9AeQ5IVYKAmJr7GTFczmpS-D5_BvdIE_T1Qu8ip1kfQhE519yltynHEQrEezyg3BIlPaaONDb22DfyM.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABcd1tv9xWIbB6mWOZvHaPgfbAGuY3BWwPScC2NyIxYIvb66KaYZucCd9zV0f2a0KJKzj3OqbvlahSJbY9AeQ5IVYKAmJr7GTFczmpS-D5_BvdIE_T1Qu8ip1kfQhE519yltynHEQrEezyg3BIlPaaONDb22DfyM.jpg,TV-14,SuperHD,"Olafur Eliasson, Neri Oxman, Ruth E. Carter, Cas Holman",,,8.4/10,,80057883,2017-02-10,Step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life.,English
Absurd Planet,TV,2020,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUOwWThfm28bux78ZYUdZYEWrIGHjs8KK2OMIUt1oS5qQySForZKUzlsN5dvSYujCOQ0gss-nsonNjOEMEJ1OvbQNxI7g3nBsg4agsWzzLQRq5q4mwiQdNO_Cdsq3A.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUOwWThfm28bux78ZYUdZYEWrIGHjs8KK2OMIUt1oS5qQySForZKUzlsN5dvSYujCOQ0gss-nsonNjOEMEJ1OvbQNxI7g3nBsg4agsWzzLQRq5q4mwiQdNO_Cdsq3A.jpg,TV-PG,SuperHD,Afi Ekulona,,,,,81082225,2020-04-22,"A cast of quirky critters and Mother Nature herself narrate this funny science series, which peeks into the lives of Earth’s most incredible animals.",English
Abyss,TV,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABX4hupK6SDyFGekZvTYl9TyRsFxgiTAgKqwZxNGVzaUKL9on4zMW_rbiceosemodL7nIOdyezEa-BhIElYcN9kscmNk1l-jjWsJlO5ePCYU1Mlelygj880e3J5uu75BiERLK_BLnXoCS_vdb8MLve1YhwVZPqDNa.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABX4hupK6SDyFGekZvTYl9TyRsFxgiTAgKqwZxNGVzaUKL9on4zMW_rbiceosemodL7nIOdyezEa-BhIElYcN9kscmNk1l-jjWsJlO5ePCYU1Mlelygj880e3J5uu75BiERLK_BLnXoCS_vdb8MLve1YhwVZPqDNa.jpg,TV-14,SuperHD,"Park Bo-young, Ahn Hyo-seop, Lee Sung-jae, Lee Si-eon",,,7.1/10,,81087762,2019-05-06,"After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they’ve come back to life in new bodies they don’t recognize.",Korean
Accidentally in Love,TV,2018,https://occ-0-1722-1723.1.nflxso.net/art/71e4a/78d329a8f965dd577f3001e9271125a7ee671e4a.jpg,https://occ-0-1722-1723.1.nflxso.net/art/71e4a/78d329a8f965dd577f3001e9271125a7ee671e4a.jpg,TV-14,SuperHD,"Junchen Guo, Yi Ning Sun, Yi Qin Zhao, Mu Xuan Cheng",,,6.2/10,,81025800,2018-10-19,"Rejecting the demands of her wealthy family, a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school.",Mandarin
Action Pack ,TV,2022–,https://www.whats-on-netflix.com/wp-content/uploads/covers/actionpack.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/actionpack.jpeg,TV-Y,,"Kimberly Brooks, Oscar Daniel Reyez, Sydney Thomas",N/A,"Animation, Action, Adventure",,28 mins,80993597,2022-01-04,"With hearts, smarts and superpowers, the heroic kids of the Action Academy work together to battle the baddies -- and even bring out the good in them!",English
"Ada Twist, Scientist ",TV,2021–,https://www.whats-on-netflix.com/wp-content/uploads/covers/adatwistscientist.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/adatwistscientist.jpeg,TV-PG,,"Amanda Christine, Nicholas Crovetti, Candace Kozak, Terrence Little Gardenhigh, Susan Kelechi Watson, Taye Diggs",N/A,"Animation, Adventure, Comedy",,30 mins,80198673,2021-09-28,Pint-sized scientist Ada Twist and her two best friends are asking big questions -- and working together to discover the truth about everything!,English
Adam Ruins Everything,TV,2015,https://occ-0-116-114.1.nflxso.net/art/7782d/7d5b8fe6f76a64d1450ca85747b7b426a767782d.jpg,https://occ-0-116-114.1.nflxso.net/art/7782d/7d5b8fe6f76a64d1450ca85747b7b426a767782d.jpg,TV-14,SuperHD,"Adam Conover, Adam Lustick, Emily Axford",,,8.0/10,,80996949,2018-09-30,"Education can be fun -- and funny. Comedian Adam Conover bursts misconceptions, deconstructs topics and leaves with positive takeaways.",English
Adventure Beast ,TV,2021–,https://www.whats-on-netflix.com/wp-content/uploads/covers/adventurebeast.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/adventurebeast.jpeg,TV-14,,"Danice Cabanela, Bradley Trevor Greive, Josh Zuckerman",N/A,"Animation, Comedy",,17 mins,81080959,2021-10-22,"A brave zoologist, his spunky niece and anxious assistant explore the world while saving wild beasts in this adult animated educational-comedy series.",English
Afflicted,TV,2018,https://occ-0-114-116.1.nflxso.net/art/a489b/4b73cbd0299df1e1f3956e74bc04354b10aa489b.jpg,https://occ-0-114-116.1.nflxso.net/art/a489b/4b73cbd0299df1e1f3956e74bc04354b10aa489b.jpg,TV-MA,SuperHD,,,,4.9/10,,80188953,2018-08-10,Baffling symptoms. Controversial diagnoses. Costly treatments. Seven people with chronic illnesses search for answers -- and relief.,English
African Knock Out Show ,TV,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/africanknockoutshow.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/africanknockoutshow.jpeg,TV-14,,Okey Bakasi,,"Nollywood, Reality, Boxing, Competition",,32 mins,81435740,2022-04-15,"Through intense training and challenges, a group of amateur fighters competes for a championship title while living in the same house for nine weeks.",English
Afrobeats: The Backstory ,TV,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/afrobeatsthebackstory.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/afrobeatsthebackstory.jpeg,TV-MA,,,Ayo Shonaiya,"Documentary, Nollywood, Music",,,81591183,2022-06-30,"Music pioneers Kenny Ogungbe, Dayo ""D1"" Adeneye, Paul ""Play"" Dairo and others dive into the rise of Afrobeats, the Nigerian global music phenomenon.",English
Afronta! Facing It! ,TV,,https://www.whats-on-netflix.com/wp-content/uploads/covers/afrontafacingit.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/afrontafacingit.jpeg,TV-PG,SuperHD,"Loo Nascimento, Ingrid Silva, Rincon Sapiência, Batekoo, Gabriel Martins, Benjamin Abras",Juliana Vicente,"Docuseries, Music",,,81331067,2020-10-31,"This docuseries spotlights Afro-Brazilian thinkers sharing their individual journeys and discussing representation, entrepreneurship and community.",Brazilian Portuguese
After Life,TV,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZee92tzVtxWl8fGlOOofAVc47SMMcARliiZ5EO6NsDT7vkJlYgq2NTFgRZ4uk1HJE4gyPavyh9GPpnWDhW-yU6LwD10l3BIxBJdQnb6v9i6Dn1mKRXipCpGwaX95ttCDxXGUaXPlu8Tmm47a3SQ0ZC-H2nuFT0.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZee92tzVtxWl8fGlOOofAVc47SMMcARliiZ5EO6NsDT7vkJlYgq2NTFgRZ4uk1HJE4gyPavyh9GPpnWDhW-yU6LwD10l3BIxBJdQnb6v9i6Dn1mKRXipCpGwaX95ttCDxXGUaXPlu8Tmm47a3SQ0ZC-H2nuFT0.jpg,TV-MA,SuperHD,"Ricky Gervais, Tom Basden, Tony Way, Diane Morgan",,,8.5/10,,80998491,2019-03-08,"Struggling to come to terms with his wife's death, a writer for a newspaper adopts a gruff new persona in an effort to push away those trying to help.",English
Aftershock: Everest and the Nepal Earthquake,TV,,https://www.whats-on-netflix.com/wp-content/uploads/covers/aftershockeverestandthenepalearthquake.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/aftershockeverestandthenepalearthquake.jpeg,TV-MA,,,Olly Lambert,"Documentary, History",,,81397884,2022-10-06,Survivors' firsthand accounts and actual footage fuel this emotional docuseries about the deadly 2015 earthquake that shook Nepal.,English
Against the Tide,TV,2014,https://occ-0-300-299.1.nflxso.net/art/b613d/eefded4caf04e5dec0c799138f29a975507b613d.jpg,https://occ-0-300-299.1.nflxso.net/art/b613d/eefded4caf04e5dec0c799138f29a975507b613d.jpg,TV-14,SuperHD,"Christopher Lee, Rui En, Desmond Tan, Zheng Geping",,,7.7/10,,80156950,2017-07-01,A detective and a psychologist investigating a string of murders form a crime-solving team with the novelist whose work inspired the killings.,Mandarin
Age of Rebellion,TV,2018,https://occ-0-114-116.1.nflxso.net/art/79b1f/86fed50c9f7ef59ea5262332ad92bfb140679b1f.jpg,https://occ-0-114-116.1.nflxso.net/art/79b1f/86fed50c9f7ef59ea5262332ad92bfb140679b1f.jpg,TV-MA,SuperHD,"Peter Ho, Jeanine Yang, Tammy Chen, Jason Tsou",Peter Ho,,8.6/10,,81004113,2018-09-01,"At their high school, a group of unruly teens wreak havoc, face bullies and navigate turbulent lives beyond school grounds.",Mandarin
Age of Samurai: Battle for Japan ,TV,2021–,https://www.whats-on-netflix.com/wp-content/uploads/covers/ageofsamuraibattleforjapan.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/ageofsamuraibattleforjapan.jpeg,TV-MA,SuperHD,"Hiro Kanagawa, Masami Kosaka, Hayate Masao, Masayoshi Haneda",N/A,"Documentary, History",,43 mins,80237990,2021-02-24,Dynamic reenactments and expert commentaries bring to life the tumultuous history and power struggles of a warring 16th-century feudal Japan.,English
Age of Tanks,TV,2017,https://occ-0-1722-1723.1.nflxso.net/art/8eb3d/39b12ceca5541beb1ebbc29f30f274532b78eb3d.jpg,https://occ-0-1722-1723.1.nflxso.net/art/8eb3d/39b12ceca5541beb1ebbc29f30f274532b78eb3d.jpg,TV-PG,SuperHD,,,,7.4/10,,80208213,2018-11-10,The history of military tanks unfolds in a documentary series that traces their role in history and geopolitics from World War I to the 21st century.,English
Aggretsuko,TV,2018,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABWx42hW4ak-ezI6O_ombvmuv9qN03lzo38FOcXescrwkJ91tkaIYfrcu1Ua270OGsbYn32fl1gBuHtapsD0o5mC3eltiEj4AFEbJQVi5A15bgzRKsk42RY2kkmg41Cs3u9hLIGPQamQIFiLFEnTdHA.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABWx42hW4ak-ezI6O_ombvmuv9qN03lzo38FOcXescrwkJ91tkaIYfrcu1Ua270OGsbYn32fl1gBuHtapsD0o5mC3eltiEj4AFEbJQVi5A15bgzRKsk42RY2kkmg41Cs3u9hLIGPQamQIFiLFEnTdHA.jpg,TV-14,SuperHD,"Kaolip, Komegumi Koiwasaki, Maki Tsuruta, Sohta Arai",,,8.0/10,,80198505,2018-04-20,"Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.",English
Ainori Love Wagon: African Journey,TV,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABS7qSYIkUz25FVVSpXg3WCQEcgbgHIH4vbdv7MrYSA01Ey2rKHYB24JOvd07OhgoCyRDQlZtfCwnvo-gQyz8TROyU4scQxnbpscl-MJ1RU6gRbR0hJdYmvFDY32SjA.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABS7qSYIkUz25FVVSpXg3WCQEcgbgHIH4vbdv7MrYSA01Ey2rKHYB24JOvd07OhgoCyRDQlZtfCwnvo-gQyz8TROyU4scQxnbpscl-MJ1RU6gRbR0hJdYmvFDY32SjA.jpg,TV-14,SuperHD,"Becky, Ryo Kato, Karina Maruyama, Kohei Takeda",,,7.5/10,,81038696,2020-01-30,"To find love, seven strangers leave Japan and embark on a journey through the continent of Africa together. Challenges, adventure and romance await!",Japanese
Ainori Love Wagon: Asian Journey,TV,2017,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABS07yWEdIn4mDeOra4c_BQVWBgy8lhUX36zdMl1v1ECsoegBxxV6j-l_yh8FQrmU2eAJkXeHaiUwvJFPLst2CDVsVZ_y1RXF-EriKI4eHYtPemrPh4rPhzlaJsFlBTf-PAM.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABS07yWEdIn4mDeOra4c_BQVWBgy8lhUX36zdMl1v1ECsoegBxxV6j-l_yh8FQrmU2eAJkXeHaiUwvJFPLst2CDVsVZ_y1RXF-EriKI4eHYtPemrPh4rPhzlaJsFlBTf-PAM.jpg,TV-MA,SuperHD,"Becky, Audrey, Mayuko Kawakita, Shimon Okura",,,6.9/10,,80174280,2018-04-19,"Seven men and women board a pink bus in search of true love. On a journey through Asia with strangers, their goal is to return to Japan as a couple.",Japanese
AJ and the Queen,TV,2020,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABRbZ1EMFQ-QJVtnZYsIiEOApVRHiQFktO_nL0hl1RgIFx1fBtZWvShmaMJ_V7pV_WdBo89Ri8KvjSOKzmWn9W-_cWgA6sTBOY6wVrDs9TzqCFgLl04jqWmblGsN_eQ.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABRbZ1EMFQ-QJVtnZYsIiEOApVRHiQFktO_nL0hl1RgIFx1fBtZWvShmaMJ_V7pV_WdBo89Ri8KvjSOKzmWn9W-_cWgA6sTBOY6wVrDs9TzqCFgLl04jqWmblGsN_eQ.jpg,TV-14,SuperHD,"RuPaul Charles, Izzy G., Michael-Leon Wooley, Josh Segarra",,,7.6/10,,80237329,2020-01-10,"While traveling across the country in a run-down RV, drag queen Ruby Red discovers an unlikely sidekick in AJ: a tough-talking 10-year-old stowaway.",English
AJIN: Demi-Human,TV,2016,https://occ-0-114-116.1.nflxso.net/art/ac746/3062e78ff2859bb32a95ff7aa8499ed2148ac746.jpg,https://occ-0-114-116.1.nflxso.net/art/ac746/3062e78ff2859bb32a95ff7aa8499ed2148ac746.jpg,TV-MA,SuperHD,"Mamoru Miyano, Yoshimasa Hosoya, Jun Fukuyama, Hochu Otsuka",,,6.4/10,,80043576,2016-04-12,A teenager discovers that he is an Ajin and flees before the authorities experiment on him. Other Ajin plan to fight back and he must choose a side.,Japanese
Akbar Birbal,TV,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX76mYOmJm36eSIl6faZeUxIEkmi_620lnF_s_6P-qmgX1YYf3SeOOIl-HHyhFrfn8gy33e5iK-yIxaC83WBomnJQujn.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX76mYOmJm36eSIl6faZeUxIEkmi_620lnF_s_6P-qmgX1YYf3SeOOIl-HHyhFrfn8gy33e5iK-yIxaC83WBomnJQujn.jpg,TV-G,SuperHD,"Samay Thakkar, Ganesh Divekar, Rajeshree Sharma, Dolly Lopes",,,7.6/10,,81245348,2020-03-31,"From battles of wit to fights for justice, Emperor Akbar and his trusty advisor Birbal display their unique bond through adventures in Mughal-era India.",Hindi
Akulah Balqis,TV,2015,https://occ-0-116-114.1.nflxso.net/art/a8126/e7f7492567f644cb405a33701ab046d2e39a8126.jpg,https://occ-0-116-114.1.nflxso.net/art/a8126/e7f7492567f644cb405a33701ab046d2e39a8126.jpg,TV-14,SuperHD,"Puteri Balqis, Aeril Zafrel, Nabila Huda, Nazim Othman",Pali Yahya,,,,80163294,2017-11-03,"A little girl must enter an orphanage after her parents are arrested, but her life takes a dramatic turn when she escapes and meets a model.",Malayalam
Al Hayba,TV,2017,https://occ-0-114-116.1.nflxso.net/art/51d6d/b3fdf9842c82fc4251687fef97cc5190f1a51d6d.jpg,https://occ-0-114-116.1.nflxso.net/art/51d6d/b3fdf9842c82fc4251687fef97cc5190f1a51d6d.jpg,TV-14,SuperHD,"Taim Hasan, Nadine Nassib Njeim, Abdo Chahine, Oweiss Mkhallalati",,,7.5/10,,81003648,2018-09-15,"In a village by the Lebanon-Syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love.",Arabic
Alba ,TV,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/alba.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/alba.jpeg,TV-MA,,"Elena Rivera, Eric Masip, Álvaro Rico",N/A,Drama,,50 min,81423382,2022-07-15,"Alba awakens on a beach, bearing evidence of a rape but with no memory of the night before. Then she learns her rapists are her boyfriend's buddies.",Spanish
Alchemy of Souls,TV,,https://www.whats-on-netflix.com/wp-content/uploads/covers/alchemyofsouls.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/alchemyofsouls.jpeg,TV-14,,"Lee Jae-wook, Jung So-min, Hwang Min-hyun, Yu Jun-sang, Shin Seung-ho, Oh Na-ra",,"K-Drama, Romance, Period Drama",,70 mins,81517188,2022-06-18,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",Korean
Alessandro Cattelan: One Simple Question ,TV,2022–,https://www.whats-on-netflix.com/wp-content/uploads/covers/alessandrocattelanonesimplequestion.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/alessandrocattelanonesimplequestion.jpeg,TV-MA,,Alessandro Cattelan,"Bellone, Consonni",Reality-TV,,28 mins,81417719,2022-03-18,Alessandro Cattelan searches for happiness through interviews and unique experiences with celebrity guests like Paolo Sorrentino and Roberto Baggio.,Italian
Alexa & Katie,TV,2018,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWY8IKableP1ONy-4ATjCfEGiVICViwHnZWZ4ir57mxxDZO2b1c-4luWbnBNateEG2O41lVL9OpYr1y8K4Sg_7H8qnH01P84S-e96EcEMKcPmzZrR-sgaXqSCrtaZWJ5JY2rFh2-Xkd5EwTiDoTtAELM8sY2hbw.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWY8IKableP1ONy-4ATjCfEGiVICViwHnZWZ4ir57mxxDZO2b1c-4luWbnBNateEG2O41lVL9OpYr1y8K4Sg_7H8qnH01P84S-e96EcEMKcPmzZrR-sgaXqSCrtaZWJ5JY2rFh2-Xkd5EwTiDoTtAELM8sY2hbw.jpg,TV-G,SuperHD,"Paris Berelc, Isabel May, Tiffani Thiessen, Emery Kelly",,,7.3/10,,80174285,2018-03-23,"Alexa is battling cancer. But with her best friend, Katie, by her side, she's also starting high school -- and ready for whatever comes next.",English
Alias Grace,TV,2017,https://occ-0-114-116.1.nflxso.net/art/f6574/e7b38845760d7f429eeb45a13986e0a1db5f6574.jpg,https://occ-0-114-116.1.nflxso.net/art/f6574/e7b38845760d7f429eeb45a13986e0a1db5f6574.jpg,TV-MA,SuperHD,"Sarah Gadon, Edward Holcroft, Paul Gross, Anna Paquin",,,7.8/10,,80119411,2017-11-03,"In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel.",English
Alice in Borderland ,TV,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/aliceinborderland.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/aliceinborderland.jpeg,TV-MA,SuperHD,"Kento Yamazaki, Tao Tsuchiya, Nijiro Murakami, Yuki Morinaga, Keita Machida, Ayaka Miyoshi",,"Sci-fi, Japanese",,,80200575,2020-12-10,"An aimless gamer and his two friends find themselves in a parallel Tokyo, where they're forced to compete in a series of sadistic games to survive.",Japanese
